order_id,customer_id,product_id,quantity,amount,status,created_at
O000784,C0186,P0085,4,26174.63,cancelled,2024-03-18 00:00:00
O000785,C0159,P0037,2,3136.17,completed,2024-07-19 00:00:00
O000786,C0093,P0011,5,11455.55,cancelled,2024-06-13 00:00:00
O000787,C0487,P0028,2,29324.3,completed,2024-03-21 00:00:00
O000788,C0110,P0058,5,29104.39,cancelled,2024-11-07 00:00:00
O000789,C0175,P0078,5,23266.14,returned,2024-12-23 00:00:00
O000790,C0486,P0061,5,26891.99,cancelled,2024-06-22 00:00:00
O000791,C0393,P0062,2,39091.49,processing,2024-02-16 00:00:00
O000792,C0249,P0022,1,16010.03,returned,2024-07-14 00:00:00
O000793,C0099,P0029,5,31730.89,cancelled,2024-05-24 00:00:00
O000794,C0116,P0053,2,9900.65,processing,2024-12-20 00:00:00
O000795,C0071,P0077,1,5907.68,returned,2024-08-11 00:00:00
O000796,C0080,P0019,2,4259.97,processing,2024-12-29 00:00:00
O000797,C0040,P0075,3,9949.07,completed,2024-11-03 00:00:00
O000798,C0152,P0099,5,27163.2,processing,2024-04-15 00:00:00
O000799,C0433,P0024,2,10827.2,returned,2024-04-14 00:00:00
O000800,C0404,P0080,5,24411.81,cancelled,2024-05-01 00:00:00
O000801,C0052,P0085,3,28508.53,returned,2024-06-24 00:00:00
O000802,C0260,P0066,2,29126.51,returned,2024-08-01 00:00:00
O000803,C0395,P0034,1,43069.84,cancelled,2024-03-08 00:00:00
O000804,C0277,P0022,5,5664.04,returned,2024-04-12 00:00:00
O000805,C0428,P0093,5,44336.22,cancelled,2024-01-29 00:00:00
O000806,C0379,P0088,3,38891.05,completed,2024-04-07 00:00:00
O000807,C0453,P0044,5,9819.46,cancelled,2024-11-05 00:00:00
O000808,C0270,P0059,4,40306.72,returned,2024-08-27 00:00:00
O000809,C0020,P0077,1,30758.22,returned,2024-06-02 00:00:00
O000810,C0339,P0076,4,22866.1,returned,2024-05-14 00:00:00
O000811,C0173,P0009,1,123.71,returned,2024-01-11 00:00:00
O000812,C0449,P0030,3,37751.56,completed,2024-09-14 00:00:00
O000813,C0393,P0049,4,30106.57,completed,2024-09-16 00:00:00
O000814,C0317,P0050,4,24680.0,processing,2024-01-28 00:00:00
O000815,C0068,P0017,3,8907.94,returned,2024-08-09 00:00:00
O000816,C0306,P0014,1,25412.92,returned,2024-09-06 00:00:00
O000817,C0193,P0003,5,25757.59,returned,2024-01-22 00:00:00
O000818,C0079,P0026,4,47575.64,returned,2024-09-15 00:00:00
O000819,C0084,P0067,4,15050.9,processing,2024-11-05 00:00:00
O000820,C0093,P0065,3,43375.32,returned,2024-10-12 00:00:00
O000821,C0426,P0088,5,12525.2,cancelled,2024-09-04 00:00:00
O000822,C0355,P0054,1,13835.89,cancelled,2024-01-22 00:00:00
O000823,C0395,P0020,2,28106.09,completed,2024-11-01 00:00:00
O000824,C0320,P0078,1,15508.32,completed,2024-03-27 00:00:00
O000825,C0415,P0013,3,22057.19,cancelled,2024-01-22 00:00:00
O000826,C0463,P0023,4,48862.73,cancelled,2024-12-13 00:00:00
O000827,C0085,P0061,5,47289.28,cancelled,2024-03-01 00:00:00
O000828,C0370,P0079,4,24429.26,processing,2024-11-02 00:00:00
O000829,C0225,P0077,3,16027.46,returned,2024-12-24 00:00:00
O000830,C0023,P0005,1,48719.28,processing,2024-11-10 00:00:00
O000831,C0211,P0069,4,23577.27,completed,2024-02-17 00:00:00
O000832,C0187,P0065,2,8239.23,processing,2024-10-03 00:00:00
O000833,C0347,P0097,3,3370.42,processing,2024-12-20 00:00:00
O000834,C0369,P0016,1,21656.54,processing,2024-11-18 00:00:00
O000835,C0122,P0012,5,15300.58,cancelled,2024-05-24 00:00:00
O000836,C0497,P0062,1,46271.24,cancelled,2024-04-23 00:00:00
O000837,C0228,P0085,2,22214.6,returned,2024-02-10 00:00:00
O000838,C0313,P0017,4,31929.36,cancelled,2024-02-17 00:00:00
O000839,C0146,P0078,1,26974.65,processing,2024-04-12 00:00:00
O000840,C0386,P0070,2,9213.52,cancelled,2024-12-14 00:00:00
O000841,C0384,P0001,2,38960.71,completed,2024-03-15 00:00:00
O000842,C0402,P0100,2,38165.35,cancelled,2024-07-18 00:00:00
O000843,C0230,P0087,3,10738.5,processing,2024-07-12 00:00:00
O000844,C0120,P0084,3,25137.81,cancelled,2024-02-21 00:00:00
O000845,C0274,P0056,1,16067.79,completed,2024-02-19 00:00:00
O000846,C0123,P0067,1,26565.94,processing,2024-06-20 00:00:00
O000847,C0159,P0054,1,5234.56,returned,2024-10-02 00:00:00
O000848,C0495,P0048,4,15072.06,completed,2024-05-21 00:00:00
O000849,C0415,P0006,4,30514.38,completed,2024-10-10 00:00:00
O000850,C0402,P0090,1,28592.32,completed,2024-06-22 00:00:00
O000851,C0241,P0068,5,7813.42,processing,2024-10-14 00:00:00
O000852,C0463,P0055,3,7902.75,cancelled,2024-01-25 00:00:00
O000853,C0428,P0030,3,38342.23,completed,2024-06-24 00:00:00
O000854,C0100,P0062,2,39310.98,returned,2024-03-24 00:00:00
O000855,C0189,P0099,1,42631.63,returned,2024-07-23 00:00:00
O000856,C0348,P0049,4,30544.15,cancelled,2024-05-03 00:00:00
O000857,C0485,P0045,2,7939.92,completed,2024-04-05 00:00:00
O000858,C0293,P0076,3,47838.68,processing,2024-12-02 00:00:00
O000859,C0226,P0095,1,49058.6,cancelled,2024-03-02 00:00:00
O000860,C0237,P0098,3,32708.18,returned,2024-02-27 00:00:00
O000861,C0394,P0090,5,39457.56,cancelled,2024-10-31 00:00:00
O000862,C0145,P0074,2,39008.77,returned,2024-12-01 00:00:00
O000863,C0399,P0013,1,13541.22,cancelled,2024-07-25 00:00:00
O000864,C0196,P0055,5,46647.89,returned,2024-01-17 00:00:00
O000865,C0258,P0018,5,23650.89,cancelled,2024-05-31 00:00:00
O000866,C0271,P0033,4,42825.25,returned,2024-08-20 00:00:00
O000867,C0215,P0062,1,15249.54,completed,2024-12-16 00:00:00
O000868,C0495,P0099,4,7333.83,completed,2024-12-10 00:00:00
O000869,C0083,P0030,5,16751.74,completed,2024-03-22 00:00:00
O000870,C0419,P0011,1,17760.29,completed,2024-03-16 00:00:00
O000871,C0103,P0037,1,37285.18,processing,2024-01-10 00:00:00
O000872,C0411,P0077,1,22539.42,processing,2024-06-09 00:00:00
O000873,C0310,P0070,1,21321.37,processing,2024-04-25 00:00:00
O000874,C0071,P0053,4,19736.76,returned,2024-11-03 00:00:00
O000875,C0447,P0033,3,20913.47,completed,2024-08-28 00:00:00
O000876,C0129,P0025,1,38133.91,processing,2024-12-13 00:00:00
O000877,C0027,P0001,2,20262.65,returned,2024-01-04 00:00:00
O000878,C0329,P0091,1,48436.13,cancelled,2024-08-31 00:00:00
O000879,C0247,P0096,4,17744.24,returned,2024-09-01 00:00:00
O000880,C0448,P0001,1,40287.0,returned,2024-05-19 00:00:00
O000881,C0191,P0074,3,48750.79,returned,2024-07-05 00:00:00
O000882,C0284,P0067,5,38374.73,returned,2024-12-30 00:00:00
O000883,C0479,P0016,4,1071.03,returned,2024-05-22 00:00:00
O000884,C0053,P0067,1,35245.51,returned,2024-05-31 00:00:00
O000885,C0365,P0001,1,10508.59,processing,2024-09-02 00:00:00
O000886,C0434,P0049,1,35860.97,completed,2024-12-23 00:00:00
O000887,C0265,P0084,5,14809.36,cancelled,2024-01-30 00:00:00
O000888,C0436,P0027,1,18735.41,returned,2024-09-29 00:00:00
O000889,C0064,P0089,3,16159.11,completed,2024-12-13 00:00:00
O000890,C0146,P0041,4,39565.91,processing,2024-12-13 00:00:00
O000891,C0043,P0053,4,16350.69,cancelled,2024-03-11 00:00:00
O000892,C0391,P0047,1,28041.62,processing,2024-11-23 00:00:00
O000893,C0083,P0014,5,10051.66,completed,2024-04-10 00:00:00
O000894,C0140,P0020,4,10826.49,completed,2024-02-10 00:00:00
O000895,C0231,P0055,2,25195.88,returned,2024-08-15 00:00:00
O000896,C0464,P0084,5,42833.53,cancelled,2024-02-02 00:00:00
O000897,C0263,P0075,5,5430.05,completed,2024-05-28 00:00:00
O000898,C0076,P0033,1,12231.58,cancelled,2024-07-18 00:00:00
O000899,C0426,P0034,4,16340.6,processing,2024-02-07 00:00:00
O000900,C0224,P0069,4,24035.17,returned,2024-11-12 00:00:00
O000901,C0047,P0055,4,36090.07,processing,2024-10-20 00:00:00
O000902,C0485,P0073,4,23545.6,processing,2024-06-22 00:00:00
O000903,C0467,P0047,5,48558.55,cancelled,2024-05-04 00:00:00
O000904,C0114,P0079,5,2394.4,completed,2024-10-22 00:00:00
O000905,C0419,P0036,1,33003.97,returned,2024-05-19 00:00:00
O000906,C0231,P0088,3,34420.27,returned,2024-08-03 00:00:00
O000907,C0453,P0051,1,45452.48,processing,2024-09-05 00:00:00
O000908,C0179,P0097,4,24402.36,cancelled,2024-07-17 00:00:00
O000909,C0477,P0027,5,14078.12,processing,2024-07-27 00:00:00
O000910,C0014,P0053,3,30373.57,completed,2024-03-08 00:00:00
O000911,C0213,P0071,5,18812.45,returned,2024-07-27 00:00:00
O000912,C0028,P0072,2,5160.85,processing,2024-04-02 00:00:00
O000913,C0203,P0062,1,32016.47,cancelled,2024-05-07 00:00:00
O000914,C0258,P0023,1,13873.71,returned,2024-06-16 00:00:00
O000915,C0192,P0048,1,18534.5,processing,2024-12-25 00:00:00
O000916,C0121,P0072,5,46186.94,cancelled,2024-10-22 00:00:00
O000917,C0198,P0072,1,5639.44,completed,2024-07-11 00:00:00
O000918,C0042,P0062,5,6799.81,completed,2024-01-02 00:00:00
O000919,C0192,P0033,2,37515.33,processing,2024-07-05 00:00:00
O000920,C0115,P0040,5,16293.82,returned,2024-04-28 00:00:00
O000921,C0015,P0074,2,38783.62,cancelled,2024-01-07 00:00:00
O000922,C0164,P0045,5,20746.49,returned,2024-03-11 00:00:00
O000923,C0477,P0100,3,7672.45,cancelled,2024-07-15 00:00:00
O000924,C0051,P0091,3,7604.94,cancelled,2024-02-07 00:00:00
O000925,C0430,P0051,4,15011.9,cancelled,2024-09-30 00:00:00
O000926,C0366,P0095,4,10078.72,processing,2024-06-03 00:00:00
O000927,C0333,P0018,5,4490.46,cancelled,2024-01-09 00:00:00
O000928,C0172,P0085,4,12335.81,cancelled,2024-03-07 00:00:00
O000929,C0406,P0016,2,28678.39,cancelled,2024-07-10 00:00:00
O000930,C0075,P0096,2,38162.08,completed,2024-09-05 00:00:00
O000931,C0071,P0030,2,13108.88,cancelled,2024-10-11 00:00:00
O000932,C0020,P0058,1,26597.27,completed,2024-08-17 00:00:00
O000933,C0147,P0090,1,14640.83,processing,2024-01-04 00:00:00
O000934,C0470,P0021,2,1189.41,completed,2024-04-20 00:00:00
O000935,C0425,P0013,3,38626.83,processing,2024-07-17 00:00:00
O000936,C0242,P0028,5,3492.39,cancelled,2024-09-21 00:00:00
O000937,C0357,P0066,4,39315.45,cancelled,2024-07-24 00:00:00
O000938,C0426,P0052,5,35597.99,cancelled,2024-01-25 00:00:00
O000939,C0072,P0044,3,15765.67,completed,2024-06-18 00:00:00
O000940,C0389,P0071,3,42685.32,cancelled,2024-01-27 00:00:00
O000941,C0362,P0079,5,45263.66,cancelled,2024-07-20 00:00:00
O000942,C0241,P0090,5,22346.43,cancelled,2024-05-01 00:00:00
O000943,C0230,P0088,2,44239.8,completed,2024-01-22 00:00:00
O000944,C0316,P0091,2,9287.59,completed,2024-07-21 00:00:00
O000945,C0003,P0007,4,23468.49,completed,2024-07-21 00:00:00
O000946,C0464,P0021,3,23093.1,completed,2024-05-02 00:00:00
O000947,C0041,P0050,5,16716.3,cancelled,2024-08-10 00:00:00
O000948,C0010,P0082,3,33914.67,cancelled,2024-01-05 00:00:00
O000949,C0132,P0001,3,35231.61,cancelled,2024-07-08 00:00:00
O000950,C0111,P0012,3,12841.35,completed,2024-01-23 00:00:00
O000951,C0428,P0019,1,37406.75,completed,2024-03-07 00:00:00
O000952,C0077,P0061,5,1253.6,completed,2024-09-28 00:00:00
O000953,C0281,P0077,5,6046.6,processing,2024-11-24 00:00:00
O000954,C0482,P0056,2,20596.87,processing,2024-02-14 00:00:00
O000955,C0373,P0012,1,19874.77,processing,2024-11-27 00:00:00
O000956,C0312,P0009,2,24368.24,processing,2024-11-20 00:00:00
O000957,C0271,P0034,5,2495.75,completed,2024-08-07 00:00:00
O000958,C0217,P0029,5,26466.03,completed,2024-05-16 00:00:00
O000959,C0057,P0048,1,45656.81,completed,2024-01-05 00:00:00
O000960,C0398,P0011,4,25660.86,processing,2024-11-15 00:00:00
O000961,C0148,P0078,3,907.44,processing,2024-10-06 00:00:00
O000962,C0122,P0005,2,21915.63,completed,2024-10-27 00:00:00
O000963,C0155,P0093,2,1699.99,completed,2024-03-02 00:00:00
O000964,C0063,P0050,2,25259.16,completed,2024-01-06 00:00:00
O000965,C0025,P0052,1,39933.08,returned,2024-04-20 00:00:00
O000966,C0123,P0079,3,39526.86,cancelled,2024-10-27 00:00:00
O000967,C0215,P0084,2,24650.27,returned,2024-01-23 00:00:00
O000968,C0328,P0067,4,28782.29,processing,2024-10-30 00:00:00
O000969,C0407,P0037,4,31754.25,completed,2024-03-01 00:00:00
O000970,C0319,P0092,5,36747.25,returned,2024-03-25 00:00:00
O000971,C0235,P0077,3,28307.81,completed,2024-01-31 00:00:00
O000972,C0033,P0008,5,48712.95,cancelled,2024-05-01 00:00:00
O000973,C0057,P0100,5,39050.35,returned,2024-11-23 00:00:00
O000974,C0429,P0023,3,26633.95,returned,2024-01-15 00:00:00
O000975,C0464,P0082,5,39948.69,cancelled,2024-03-14 00:00:00
O000976,C0256,P0064,3,42329.34,completed,2024-07-05 00:00:00
O000977,C0306,P0057,4,4476.74,completed,2024-03-10 00:00:00
O000978,C0275,P0002,3,46131.59,processing,2024-01-12 00:00:00
O000979,C0009,P0026,2,30539.57,returned,2024-11-07 00:00:00
O000980,C0324,P0085,1,49647.19,processing,2024-05-14 00:00:00
O000981,C0264,P0067,4,37619.18,cancelled,2024-06-22 00:00:00
O000982,C0295,P0037,1,38378.05,cancelled,2024-03-21 00:00:00
O000983,C0124,P0025,4,21603.24,returned,2024-12-18 00:00:00
O000984,C0368,P0005,2,13914.56,returned,2024-04-12 00:00:00
O000985,C0074,P0077,1,22618.3,processing,2024-08-23 00:00:00
O000986,C0150,P0066,2,44037.98,returned,2024-07-08 00:00:00
O000987,C0220,P0067,2,36971.94,completed,2024-10-18 00:00:00
O000988,C0001,P0090,4,32556.14,completed,2024-08-27 00:00:00
O000989,C0315,P0030,5,3742.99,completed,2024-12-22 00:00:00
O000990,C0181,P0079,2,32426.21,cancelled,2024-11-01 00:00:00
O000991,C0124,P0022,2,17055.5,completed,2024-07-06 00:00:00
O000992,C0293,P0087,4,26431.93,processing,2024-04-28 00:00:00
O000993,C0214,P0005,3,34659.05,processing,2024-02-27 00:00:00
O000994,C0096,P0047,4,41027.41,cancelled,2024-10-21 00:00:00
O000995,C0341,P0031,2,21675.62,completed,2024-11-28 00:00:00
O000996,C0343,P0084,4,1171.03,returned,2024-04-05 00:00:00
O000997,C0044,P0001,2,28778.42,returned,2024-07-19 00:00:00
O000998,C0269,P0021,1,416.06,returned,2024-01-22 00:00:00
O000999,C0500,P0012,3,41427.31,processing,2024-01-26 00:00:00
O001000,C0185,P0036,1,1040.7,processing,2024-11-15 00:00:00
O001001,C0035,P0100,1,11337.97,completed,2024-09-30 00:00:00
O001002,C0489,P0052,3,21413.77,returned,2024-08-08 00:00:00
O001003,C0270,P0046,1,13015.76,completed,2024-01-23 00:00:00
O001004,C0279,P0086,5,11221.21,completed,2024-03-09 00:00:00
O001005,C0260,P0051,1,33758.46,processing,2024-08-25 00:00:00
O001006,C0403,P0052,2,16397.3,processing,2024-06-27 00:00:00
O001007,C0260,P0076,3,22940.89,processing,2024-09-09 00:00:00
O001008,C0284,P0026,4,33302.55,processing,2024-05-31 00:00:00
O001009,C0011,P0067,2,38518.4,returned,2024-12-04 00:00:00
O001010,C0200,P0002,5,28763.48,completed,2024-06-13 00:00:00
O001011,C0448,P0095,3,17795.8,completed,2024-05-11 00:00:00
O001012,C0241,P0091,1,44026.56,completed,2024-05-19 00:00:00
O001013,C0023,P0009,1,43374.43,processing,2024-11-18 00:00:00
O001014,C0326,P0012,2,7713.98,returned,2024-10-29 00:00:00
O001015,C0199,P0071,2,38671.3,returned,2024-03-11 00:00:00
O001016,C0192,P0037,3,10385.59,completed,2024-01-23 00:00:00
O001017,C0130,P0093,2,9160.18,completed,2024-06-12 00:00:00
O001018,C0383,P0072,2,1407.6,cancelled,2024-05-26 00:00:00
O001019,C0009,P0075,3,30134.88,returned,2024-10-12 00:00:00
O001020,C0183,P0045,2,42249.45,completed,2024-11-05 00:00:00
O001021,C0404,P0045,3,38994.21,processing,2024-05-24 00:00:00
O001022,C0035,P0036,5,27048.8,returned,2024-12-21 00:00:00
O001023,C0177,P0029,2,47736.56,completed,2024-05-26 00:00:00
O001024,C0124,P0078,2,16439.31,processing,2024-06-17 00:00:00
O001025,C0376,P0025,2,15834.28,returned,2024-04-25 00:00:00
O001026,C0337,P0059,1,11581.18,processing,2024-09-20 00:00:00
O001027,C0322,P0052,2,10518.48,completed,2024-02-16 00:00:00
O001028,C0054,P0074,3,15215.18,completed,2024-03-04 00:00:00
O001029,C0396,P0001,1,21270.75,returned,2024-10-12 00:00:00
O001030,C0298,P0034,1,13625.79,cancelled,2024-01-09 00:00:00
O001031,C0377,P0023,2,46820.48,processing,2024-11-18 00:00:00
O001032,C0388,P0053,4,10939.07,processing,2024-10-14 00:00:00
O001033,C0171,P0065,1,17830.7,cancelled,2024-03-02 00:00:00
O001034,C0069,P0014,3,6950.88,returned,2024-10-07 00:00:00
O001035,C0023,P0072,2,44953.09,cancelled,2024-10-31 00:00:00
O001036,C0181,P0010,3,22037.08,processing,2024-07-18 00:00:00
O001037,C0280,P0065,4,41723.45,processing,2024-06-27 00:00:00
O001038,C0174,P0038,2,18817.19,cancelled,2024-11-18 00:00:00
O001039,C0417,P0044,3,22252.23,processing,2024-06-28 00:00:00
O001040,C0330,P0015,3,37221.72,processing,2024-09-28 00:00:00
O001041,C0090,P0066,2,37020.65,completed,2024-04-18 00:00:00
O001042,C0426,P0033,5,19081.79,cancelled,2024-05-25 00:00:00
O001043,C0399,P0069,5,22394.94,processing,2024-05-24 00:00:00
O001044,C0351,P0074,4,20017.99,completed,2024-06-18 00:00:00
O001045,C0238,P0033,1,10360.05,processing,2024-07-22 00:00:00
O001046,C0357,P0089,1,19086.19,processing,2024-07-26 00:00:00
O001047,C0246,P0057,2,40742.52,completed,2024-03-21 00:00:00
O001048,C0324,P0049,2,4732.31,returned,2024-03-26 00:00:00
O001049,C0094,P0073,2,8836.33,completed,2024-11-01 00:00:00
O001050,C0416,P0062,2,45671.83,returned,2024-12-17 00:00:00
O001051,C0070,P0099,5,36252.47,processing,2024-07-08 00:00:00
O001052,C0033,P0032,4,6172.02,cancelled,2024-03-17 00:00:00
O001053,C0367,P0097,3,37853.66,returned,2024-03-04 00:00:00
O001054,C0398,P0044,3,6104.88,processing,2024-09-09 00:00:00
O001055,C0484,P0100,5,24505.51,completed,2024-11-11 00:00:00
O001056,C0235,P0059,4,30280.94,processing,2024-09-10 00:00:00
O001057,C0019,P0088,2,37508.16,processing,2024-01-27 00:00:00
O001058,C0151,P0059,1,15911.29,completed,2024-06-10 00:00:00
O001059,C0104,P0076,5,9628.96,cancelled,2024-12-24 00:00:00
O001060,C0023,P0004,5,49258.09,cancelled,2024-07-27 00:00:00
O001061,C0406,P0062,2,40008.58,completed,2024-07-13 00:00:00
O001062,C0103,P0015,5,18055.94,completed,2024-01-07 00:00:00
O001063,C0454,P0034,3,12837.7,cancelled,2024-04-30 00:00:00
O001064,C0022,P0009,2,5687.42,processing,2024-07-28 00:00:00
O001065,C0162,P0049,3,22900.99,returned,2024-02-22 00:00:00
O001066,C0478,P0082,2,461.05,processing,2024-08-03 00:00:00
O001067,C0159,P0029,1,40189.24,cancelled,2024-03-12 00:00:00
O001068,C0264,P0087,3,20074.39,processing,2024-06-07 00:00:00
O001069,C0204,P0090,2,42887.9,completed,2024-10-04 00:00:00
O001070,C0418,P0030,5,17797.59,returned,2024-08-04 00:00:00
O001071,C0279,P0041,5,47291.02,completed,2024-01-16 00:00:00
O001072,C0243,P0053,4,41842.08,completed,2024-08-17 00:00:00
O001073,C0130,P0046,2,21763.03,returned,2024-01-06 00:00:00
O001074,C0019,P0067,1,42404.63,cancelled,2024-05-31 00:00:00
O001075,C0386,P0069,4,15103.65,completed,2024-08-17 00:00:00
O001076,C0332,P0002,5,49984.36,processing,2024-11-23 00:00:00
O001077,C0098,P0090,1,4313.13,returned,2024-03-19 00:00:00
O001078,C0147,P0034,2,32213.74,returned,2024-08-03 00:00:00
O001079,C0183,P0032,5,19544.34,returned,2024-07-26 00:00:00
O001080,C0442,P0037,4,23619.94,completed,2024-01-09 00:00:00
O001081,C0400,P0012,5,47569.33,processing,2024-03-08 00:00:00
O001082,C0025,P0052,3,13807.33,processing,2024-04-10 00:00:00
O001083,C0444,P0087,4,32402.24,processing,2024-06-29 00:00:00
O001084,C0336,P0096,5,16230.22,returned,2024-02-02 00:00:00
O001085,C0170,P0044,4,7121.72,completed,2024-07-06 00:00:00
O001086,C0140,P0010,2,12524.01,cancelled,2024-09-15 00:00:00
O001087,C0064,P0071,3,28271.5,processing,2024-07-05 00:00:00
O001088,C0410,P0023,3,6483.62,returned,2024-01-14 00:00:00
O001089,C0189,P0061,5,7871.34,processing,2024-02-06 00:00:00
O001090,C0224,P0041,4,34783.0,cancelled,2024-07-10 00:00:00
O001091,C0456,P0046,4,38137.16,completed,2024-04-11 00:00:00
O001092,C0205,P0028,4,3151.95,completed,2024-12-14 00:00:00
O001093,C0381,P0074,3,40137.78,cancelled,2024-01-03 00:00:00
O001094,C0226,P0035,5,43329.62,returned,2024-02-04 00:00:00
O001095,C0459,P0024,4,33080.51,completed,2024-08-13 00:00:00
O001096,C0490,P0096,5,18647.03,processing,2024-04-27 00:00:00
O001097,C0198,P0088,1,20801.33,cancelled,2024-12-13 00:00:00
O001098,C0174,P0025,2,7957.39,processing,2024-11-21 00:00:00
O001099,C0499,P0064,2,8702.76,returned,2024-02-16 00:00:00
O001100,C0096,P0095,2,46819.95,cancelled,2024-08-04 00:00:00
O001101,C0255,P0026,4,48267.48,cancelled,2024-09-11 00:00:00
O001102,C0355,P0031,2,37123.14,cancelled,2024-02-18 00:00:00
O001103,C0255,P0095,4,40533.95,processing,2024-06-10 00:00:00
O001104,C0189,P0031,2,9161.57,returned,2024-08-04 00:00:00
O001105,C0474,P0034,3,43964.96,completed,2024-01-28 00:00:00
O001106,C0409,P0027,4,5557.64,processing,2024-06-26 00:00:00
O001107,C0266,P0030,4,8201.45,completed,2024-09-26 00:00:00
O001108,C0137,P0026,5,24927.01,returned,2024-08-13 00:00:00
O001109,C0411,P0032,2,15371.63,returned,2024-10-19 00:00:00
O001110,C0043,P0080,3,31302.09,returned,2024-02-01 00:00:00
O001111,C0373,P0046,3,45457.14,cancelled,2024-07-10 00:00:00
O001112,C0218,P0020,5,13331.55,completed,2024-03-07 00:00:00
O001113,C0041,P0100,1,16120.53,returned,2024-04-01 00:00:00
O001114,C0221,P0014,2,39184.12,returned,2024-05-10 00:00:00
O001115,C0309,P0016,1,16644.94,returned,2024-06-03 00:00:00
O001116,C0422,P0011,3,44451.14,processing,2024-02-08 00:00:00
O001117,C0093,P0087,4,1806.72,completed,2024-04-17 00:00:00
O001118,C0280,P0085,5,43613.21,returned,2024-05-05 00:00:00
O001119,C0151,P0064,3,45686.49,processing,2024-10-29 00:00:00
O001120,C0165,P0079,2,2419.32,cancelled,2024-06-16 00:00:00
O001121,C0053,P0001,5,18913.13,completed,2024-06-06 00:00:00
O001122,C0041,P0098,1,29964.52,cancelled,2024-08-14 00:00:00
O001123,C0168,P0070,4,26306.71,cancelled,2024-10-17 00:00:00
O001124,C0339,P0006,5,7991.81,returned,2024-05-15 00:00:00
O001125,C0152,P0062,5,844.43,processing,2024-01-29 00:00:00
O001126,C0157,P0048,3,44868.72,completed,2024-12-29 00:00:00
O001127,C0229,P0080,4,4695.98,completed,2024-07-11 00:00:00
O001128,C0309,P0041,4,49409.76,completed,2024-05-15 00:00:00
O001129,C0368,P0064,4,5708.29,completed,2024-07-06 00:00:00
O001130,C0219,P0074,4,23835.9,processing,2024-04-19 00:00:00
O001131,C0086,P0036,4,49169.1,cancelled,2024-02-19 00:00:00
O001132,C0354,P0063,3,42820.41,returned,2024-12-14 00:00:00
O001133,C0228,P0024,4,26881.69,processing,2024-06-12 00:00:00
O001134,C0180,P0098,3,6805.83,returned,2024-12-21 00:00:00
O001135,C0229,P0066,3,30202.23,completed,2024-08-27 00:00:00
O001136,C0022,P0036,4,31878.08,processing,2024-10-25 00:00:00
O001137,C0373,P0051,1,15639.4,cancelled,2024-01-28 00:00:00
O001138,C0446,P0029,2,23526.4,cancelled,2024-06-12 00:00:00
O001139,C0467,P0097,4,45152.86,cancelled,2024-08-23 00:00:00
O001140,C0181,P0074,2,6496.11,returned,2024-03-04 00:00:00
O001141,C0315,P0017,3,32852.08,processing,2024-10-20 00:00:00
O001142,C0223,P0007,1,18341.58,cancelled,2024-02-10 00:00:00
O001143,C0141,P0068,3,30718.12,cancelled,2024-11-25 00:00:00
O001144,C0328,P0055,1,35843.13,returned,2024-09-25 00:00:00
O001145,C0406,P0062,3,23940.71,returned,2024-11-22 00:00:00
O001146,C0486,P0070,5,37460.07,completed,2024-10-21 00:00:00
O001147,C0030,P0005,5,42612.23,completed,2024-09-29 00:00:00
O001148,C0039,P0065,5,9893.73,completed,2024-07-22 00:00:00
O001149,C0344,P0045,1,11042.63,processing,2024-08-10 00:00:00
O001150,C0327,P0051,3,6576.4,cancelled,2024-06-02 00:00:00
O001151,C0208,P0088,2,47119.23,cancelled,2024-07-26 00:00:00
O001152,C0187,P0100,1,11354.04,returned,2024-10-24 00:00:00
O001153,C0263,P0023,1,4200.23,processing,2024-04-19 00:00:00
O001154,C0411,P0059,1,4828.98,cancelled,2024-08-07 00:00:00
O001155,C0384,P0016,3,20250.54,completed,2024-06-18 00:00:00
O001156,C0348,P0090,1,44356.2,cancelled,2024-07-17 00:00:00
O001157,C0082,P0067,5,5349.89,processing,2024-03-04 00:00:00
O001158,C0488,P0059,2,11387.55,completed,2024-10-10 00:00:00
O001159,C0016,P0041,3,9311.88,processing,2024-04-30 00:00:00
O001160,C0074,P0089,2,33001.53,returned,2024-04-09 00:00:00
O001161,C0435,P0002,3,16497.43,completed,2024-06-14 00:00:00
O001162,C0312,P0002,3,48699.44,processing,2024-11-06 00:00:00
O001163,C0348,P0087,3,33449.98,completed,2024-09-10 00:00:00
O001164,C0401,P0027,3,26042.85,completed,2024-05-15 00:00:00
O001165,C0225,P0049,2,28899.64,returned,2024-11-17 00:00:00
O001166,C0018,P0075,5,44189.78,completed,2024-12-09 00:00:00
O001167,C0065,P0013,2,38017.69,completed,2024-10-13 00:00:00
O001168,C0035,P0042,5,6671.18,completed,2024-08-23 00:00:00
O001169,C0121,P0047,3,21157.85,returned,2024-07-21 00:00:00
O001170,C0399,P0079,1,33092.97,completed,2024-10-07 00:00:00
O001171,C0331,P0034,3,29009.49,cancelled,2024-01-04 00:00:00
O001172,C0188,P0024,3,46736.76,processing,2024-07-10 00:00:00
O001173,C0186,P0071,3,1806.84,completed,2024-12-17 00:00:00
O001174,C0197,P0034,4,45309.13,completed,2024-08-27 00:00:00
O001175,C0487,P0031,4,19312.0,returned,2024-01-26 00:00:00
O001176,C0291,P0035,5,2495.12,cancelled,2024-04-05 00:00:00
O001177,C0017,P0061,1,9974.02,processing,2024-05-04 00:00:00
